Date and Time	Latitude of location reported by game	Longitude of location reported by game
2026-07-14T17:03:58.849Z	34.130177	-118.212461
2026-07-14T17:08:49.054Z	34.128602	-118.211557
2026-07-14T17:10:41.264Z	34.132001	-118.210308
2026-07-14T17:11:26.391Z	34.134237	-118.207942
2026-07-14T17:14:33.268Z	34.133015	-118.206008
2026-07-14T17:19:43.790Z	34.131396	-118.207249
2026-07-14T17:21:29.294Z	34.131083	-118.206118
2026-07-14T17:25:06.546Z	34.128379	-118.208310
2026-07-14T17:27:02.659Z	34.127884	-118.212381
2026-07-14T17:59:01.018Z	34.127748	-118.210440
2026-07-14T18:04:09.853Z	34.125916	-118.210540
2026-07-14T18:06:30.406Z	34.123735	-118.207596
2026-07-14T18:08:18.398Z	34.122210	-118.204290
2026-07-14T18:12:04.033Z	34.123280	-118.204122
2026-07-14T18:14:32.183Z	34.121754	-118.204580
2026-07-14T18:18:29.255Z	34.122372	-118.207291
2026-07-14T18:20:18.184Z	34.121340	-118.206325
2026-07-14T18:22:18.972Z	34.122729	-118.208207
2026-07-14T18:24:14.411Z	34.123184	-118.208132
2026-07-14T18:25:02.829Z	34.121191	-118.211164
2026-07-14T18:26:02.270Z	34.122921	-118.214426
2026-07-14T18:28:45.933Z	34.125296	-118.213003
2026-07-14T18:29:55.729Z	34.126888	-118.213055
2026-07-14T18:31:04.425Z	34.126620	-118.210013
2026-07-14T18:31:45.723Z	34.128434	-118.207310
2026-07-14T18:34:34.681Z	34.127175	-118.209019
2026-07-14T18:34:57.659Z	34.124888	-118.211968
2026-07-14T18:36:31.471Z	34.125811	-118.214361
2026-07-14T18:36:42.819Z	34.123090	-118.211666
2026-07-14T18:39:54.618Z	34.121297	-118.211979
2026-07-14T18:40:14.517Z	34.121631	-118.211796
2026-07-14T18:42:01.333Z	34.119372	-118.211440
2026-07-14T18:42:12.644Z	34.118213	-118.210804
2026-07-14T18:46:08.807Z	34.117686	-118.213247
2026-07-14T18:47:22.052Z	34.116223	-118.216884
2026-07-14T18:47:53.784Z	34.117144	-118.215622
2026-07-14T18:48:05.186Z	34.116430	-118.212129
2026-07-14T18:50:16.847Z	34.115808	-118.214490
2026-07-14T18:52:49.071Z	34.115360	-118.212363
2026-07-14T18:52:59.970Z	34.117090	-118.215522
2026-07-14T18:53:19.648Z	34.116998	-118.213862
2026-07-14T18:53:30.934Z	34.114146	-118.215277
2026-07-14T18:55:24.375Z	34.114767	-118.212696
2026-07-14T18:58:21.205Z	34.113733	-118.211583
2026-07-14T18:58:32.032Z	34.114120	-118.207643
2026-07-14T19:08:34.192Z	34.112705	-118.208653
2026-07-14T19:10:14.823Z	34.113384	-118.212079
2026-07-14T19:44:07.219Z	34.111260	-118.209219
2026-07-14T19:44:24.980Z	34.111920	-118.209029
2026-07-14T19:45:26.725Z	34.109876	-118.206619
2026-07-14T19:49:28.075Z	34.110103	-118.204244
2026-07-14T19:53:50.239Z	34.109845	-118.201649
2026-07-14T20:25:13.448Z	34.109404	-118.203842
2026-07-14T20:25:24.399Z	34.111198	-118.205336
2026-07-14T20:30:48.972Z	34.110829	-118.204142
2026-07-14T20:30:59.819Z	34.109168	-118.202962
2026-07-14T20:36:39.694Z	34.109420	-118.199647
2026-07-14T20:36:51.538Z	34.107402	-118.197844
2026-07-14T20:40:52.727Z	34.106187	-118.197369
2026-07-14T20:42:07.490Z	34.107118	-118.199509
2026-07-14T20:43:50.960Z	34.104061	-118.197385
2026-07-14T20:46:42.672Z	34.106213	-118.199757
2026-07-14T20:47:26.330Z	34.105589	-118.203064
2026-07-14T20:49:09.156Z	34.106398	-118.205297
2026-07-14T20:52:08.969Z	34.106530	-118.208596
2026-07-14T20:52:50.392Z	34.108210	-118.211352
2026-07-14T20:57:11.570Z	34.105158	-118.212016
2026-07-14T20:57:58.172Z	34.104351	-118.212265
2026-07-14T20:58:38.978Z	34.106574	-118.214453
2026-07-14T21:02:24.855Z	34.106996	-118.217175
2026-07-14T21:03:10.886Z	34.107292	-118.218105
2026-07-14T21:04:24.125Z	34.110814	-118.218487
2026-07-14T21:07:55.471Z	34.109987	-118.219861
2026-07-14T21:08:42.926Z	34.106999	-118.218475
2026-07-14T21:10:00.293Z	34.105685	-118.218751
2026-07-14T21:13:45.051Z	34.103311	-118.217564
2026-07-14T21:14:26.072Z	34.101312	-118.217410
2026-07-14T21:18:29.219Z	34.103797	-118.214779
2026-07-14T21:19:14.224Z	34.106943	-118.216378
2026-07-14T21:20:42.352Z	34.105974	-118.217411
2026-07-14T21:23:53.644Z	34.106608	-118.217623
2026-07-14T21:32:41.355Z	34.108687	-118.215300
2026-07-14T21:32:52.025Z	34.106673	-118.216660
2026-07-14T21:34:53.295Z	34.107357	-118.217626
2026-07-14T21:38:07.699Z	34.107970	-118.214510
2026-07-14T21:38:18.628Z	34.111350	-118.215629
2026-07-14T21:43:09.413Z	34.111800	-118.217572
2026-07-14T21:43:19.894Z	34.111989	-118.221613
2026-07-14T21:43:30.872Z	34.110478	-118.224838
2026-07-14T21:48:43.014Z	34.108292	-118.224043
2026-07-14T21:48:54.732Z	34.107975	-118.221253
2026-07-14T21:50:51.415Z	34.106024	-118.219913
2026-07-14T21:53:53.964Z	34.104395	-118.219215
2026-07-14T21:54:04.547Z	34.103668	-118.217157
2026-07-14T21:59:21.671Z	34.106297	-118.215894
2026-07-14T21:59:32.777Z	34.103736	-118.214252
2026-07-14T22:00:01.336Z	34.102953	-118.213930
2026-07-14T22:04:54.010Z	34.105504	-118.211586
2026-07-14T22:10:35.159Z	34.106807	-118.208767
2026-07-14T22:10:46.266Z	34.106259	-118.210617
2026-07-14T22:10:57.222Z	34.108057	-118.210371
2026-07-14T22:11:50.595Z	34.106437	-118.207014
2026-07-14T22:15:45.222Z	34.108095	-118.208260
2026-07-14T22:16:27.644Z	34.105544	-118.205251
2026-07-14T22:20:46.064Z	34.104881	-118.205945
2026-07-14T22:20:57.475Z	34.107149	-118.205082
2026-07-14T22:22:19.150Z	34.110038	-118.206557
2026-07-14T22:25:57.617Z	34.109485	-118.206407
2026-07-14T22:26:45.786Z	34.111398	-118.208090
2026-07-14T22:31:07.965Z	34.108453	-118.207924
2026-07-14T22:31:19.494Z	34.107816	-118.207747
2026-07-14T22:55:30.296Z	34.108275	-118.210873
2026-07-14T22:55:41.408Z	34.111490	-118.210288
2026-07-14T22:55:52.808Z	34.108804	-118.210315
2026-07-14T23:00:47.970Z	34.109355	-118.213114
2026-07-14T23:00:58.982Z	34.108597	-118.215210
2026-07-14T23:01:10.442Z	34.110315	-118.216755
2026-07-14T23:06:23.369Z	34.110866	-118.212813
2026-07-14T23:06:34.337Z	34.113180	-118.211331
2026-07-14T23:08:56.029Z	34.110893	-118.212324
2026-07-14T23:11:58.525Z	34.113372	-118.214224
2026-07-14T23:12:09.304Z	34.115126	-118.211264
2026-07-14T23:17:24.218Z	34.116905	-118.208932
2026-07-14T23:17:51.312Z	34.117307	-118.208230
2026-07-14T23:18:13.601Z	34.118322	-118.211236
2026-07-14T23:22:38.771Z	34.117260	-118.209010
2026-07-14T23:23:24.621Z	34.120709	-118.209914
2026-07-14T23:28:04.415Z	34.121313	-118.210049
2026-07-14T23:28:49.673Z	34.119924	-118.207606
2026-07-14T23:29:01.069Z	34.121071	-118.208301
2026-07-14T23:33:44.051Z	34.120745	-118.204906
2026-07-14T23:34:27.132Z	34.121252	-118.206105
2026-07-14T23:38:58.695Z	34.121966	-118.210339
2026-07-14T23:39:51.235Z	34.119832	-118.209380
2026-07-14T23:40:02.460Z	34.121416	-118.211873
2026-07-14T23:44:35.799Z	34.122846	-118.212822
2026-07-14T23:45:26.197Z	34.122475	-118.210073
2026-07-14T23:45:37.158Z	34.123309	-118.210209
2026-07-14T23:50:02.481Z	34.122940	-118.213054
2026-07-14T23:50:44.642Z	34.125982	-118.215205
2026-07-15T00:43:37.670Z	34.126099	-118.211391
2026-07-15T00:44:28.223Z	34.126521	-118.213717
2026-07-15T00:45:04.625Z	34.127678	-118.215556
2026-07-15T00:47:17.644Z	34.128440	-118.218357
2026-07-15T00:52:29.143Z	34.130185	-118.220945
2026-07-15T00:55:41.941Z	34.128475	-118.221748
2026-07-15T00:58:44.392Z	34.128623	-118.221107
2026-07-15T01:01:26.872Z	34.127753	-118.222191
2026-07-15T01:02:42.115Z	34.124709	-118.221079
2026-07-15T01:04:37.808Z	34.122776	-118.217871
2026-07-15T01:05:49.464Z	34.125260	-118.218312
2026-07-15T01:07:39.553Z	34.126574	-118.217111
2026-07-15T01:08:47.848Z	34.125177	-118.215744
2026-07-15T01:09:24.728Z	34.125202	-118.213692
2026-07-15T01:12:27.576Z	34.127585	-118.212380
2026-07-15T01:15:24.878Z	34.129636	-118.210969
2026-07-15T01:19:00.909Z	34.132897	-118.212538
2026-07-15T01:35:52.402Z	34.130797	-118.212024
2026-07-15T04:45:24.787Z	34.143251	-118.409643
2026-07-15T04:51:10.569Z	34.139868	-118.410609
2026-07-15T04:53:01.758Z	34.140619	-118.409311
2026-07-15T04:54:36.278Z	34.139654	-118.406370
2026-07-15T04:56:06.134Z	34.137234	-118.407463
2026-07-15T04:58:28.470Z	34.136191	-118.404983
2026-07-15T04:59:24.273Z	34.136498	-118.407991
2026-07-15T05:00:49.831Z	34.137743	-118.405230
2026-07-15T05:02:09.819Z	34.138153	-118.402832
2026-07-15T05:08:20.247Z	34.138580	-118.399679
2026-07-15T06:01:58.999Z	34.137186	-118.395892
2026-07-15T06:16:24.886Z	34.137266	-118.394400
2026-07-15T06:26:48.661Z	34.137015	-118.395056
2026-07-15T06:37:26.077Z	34.137486	-118.394993
2026-07-15T06:47:17.829Z	34.136397	-118.394829
2026-07-15T06:58:19.375Z	34.133615	-118.392122
2026-07-15T17:32:19.753Z	34.133159	-118.324487
2026-07-15T17:32:48.651Z	34.131593	-118.322395
2026-07-15T17:33:58.003Z	34.131942	-118.324185
2026-07-15T17:34:48.154Z	34.134741	-118.324708
2026-07-15T17:35:29.154Z	34.134176	-118.321951
2026-07-15T17:36:30.910Z	34.131146	-118.322466
2026-07-15T17:37:48.228Z	34.130962	-118.323606
2026-07-15T17:39:24.642Z	34.131673	-118.321176
2026-07-15T17:39:45.626Z	34.133427	-118.317442
2026-07-15T17:40:22.324Z	34.133271	-118.314128
2026-07-15T17:42:01.650Z	34.130457	-118.315775
2026-07-15T17:42:19.415Z	34.129823	-118.316725
2026-07-15T17:42:58.023Z	34.128936	-118.315492
2026-07-15T17:43:59.479Z	34.127030	-118.317444
2026-07-15T17:45:06.184Z	34.127912	-118.316039
2026-07-15T17:46:11.633Z	34.128148	-118.319976
2026-07-15T17:47:28.140Z	34.125034	-118.321913
2026-07-15T17:48:22.249Z	34.124400	-118.323560
2026-07-15T17:49:13.384Z	34.125242	-118.322088
2026-07-15T17:50:27.349Z	34.125885	-118.319260
2026-07-15T17:51:45.433Z	34.127855	-118.320787
2026-07-15T17:53:07.869Z	34.126443	-118.321626
2026-07-15T17:54:09.133Z	34.126651	-118.318336
2026-07-15T17:56:02.216Z	34.125174	-118.316090
2026-07-15T17:57:05.095Z	34.125798	-118.315270
2026-07-15T17:58:30.956Z	34.126722	-118.314808
2026-07-15T17:59:29.389Z	34.126087	-118.317049
2026-07-15T18:00:21.111Z	34.127345	-118.320871
2026-07-15T18:00:56.937Z	34.125121	-118.322772
2026-07-15T18:01:52.829Z	34.124358	-118.325209
2026-07-15T18:03:03.166Z	34.123245	-118.329216
2026-07-15T18:03:56.837Z	34.121307	-118.332477
2026-07-15T18:04:35.243Z	34.123057	-118.332434
2026-07-15T18:06:00.424Z	34.125594	-118.332341
2026-07-15T18:07:21.534Z	34.122259	-118.332397
2026-07-15T18:08:16.034Z	34.118916	-118.333041
2026-07-15T18:09:07.450Z	34.119697	-118.330093
2026-07-15T18:10:38.206Z	34.122323	-118.331681
2026-07-15T18:12:09.200Z	34.120978	-118.328124
2026-07-15T18:13:16.247Z	34.121921	-118.325017
2026-07-15T18:13:47.158Z	34.122440	-118.327806
2026-07-15T18:14:49.049Z	34.123433	-118.325767
2026-07-15T18:15:40.135Z	34.121718	-118.327587
2026-07-15T18:16:33.090Z	34.119438	-118.328073
2026-07-15T18:17:56.201Z	34.119794	-118.329010
2026-07-15T18:18:58.202Z	34.119107	-118.328314
2026-07-15T18:20:05.715Z	34.119217	-118.330583
2026-07-15T18:20:51.348Z	34.119464	-118.331639
2026-07-15T18:22:31.240Z	34.120352	-118.327892
2026-07-15T18:24:05.461Z	34.119383	-118.331476
2026-07-15T18:25:43.708Z	34.118558	-118.328267
2026-07-15T18:27:25.110Z	34.121309	-118.331059
2026-07-15T18:28:29.585Z	34.118684	-118.332053
2026-07-15T18:29:09.804Z	34.119697	-118.328408
2026-07-15T18:29:53.213Z	34.117541	-118.329583
2026-07-15T19:05:26.249Z	34.117282	-118.329197
2026-07-15T19:06:57.805Z	34.120221	-118.330503
2026-07-15T19:08:21.969Z	34.120003	-118.328176
2026-07-15T19:09:33.626Z	34.121261	-118.329953
2026-07-15T19:10:19.255Z	34.123293	-118.332135
2026-07-15T19:11:19.179Z	34.126562	-118.332701
2026-07-15T19:16:06.422Z	34.125989	-118.330713
2026-07-15T19:18:51.857Z	34.124201	-118.333990
2026-07-15T19:19:15.769Z	34.126849	-118.331919
2026-07-15T19:20:12.150Z	34.123515	-118.331150
2026-07-15T19:21:28.099Z	34.122381	-118.328654
2026-07-15T19:23:11.001Z	34.123834	-118.326442
2026-07-15T19:24:41.743Z	34.124554	-118.323257
2026-07-15T19:26:15.109Z	34.126933	-118.324903
2026-07-15T19:27:52.549Z	34.127483	-118.321379
2026-07-15T19:28:29.120Z	34.127718	-118.319353
2026-07-15T19:31:23.864Z	34.130905	-118.320168
2026-07-15T19:32:46.360Z	34.131490	-118.321999
2026-07-15T19:36:25.516Z	34.132595	-118.324431
2026-07-15T19:38:13.179Z	34.131120	-118.323577
2026-07-15T19:38:59.176Z	34.132047	-118.321355
2026-07-15T19:40:30.251Z	34.135005	-118.323435
2026-07-15T19:41:30.870Z	34.135919	-118.324954
2026-07-15T19:43:11.872Z	34.135346	-118.326264
2026-07-15T20:33:54.320Z	34.132491	-118.325959
2026-07-15T20:34:38.231Z	34.131145	-118.329445
2026-07-15T20:36:24.293Z	34.129297	-118.328199
2026-07-15T20:37:39.978Z	34.127370	-118.324688
2026-07-15T20:39:23.066Z	34.127998	-118.327166
2026-07-15T20:41:04.931Z	34.126631	-118.324922
2026-07-15T20:42:43.489Z	34.126663	-118.325511
2026-07-15T20:44:25.491Z	34.123992	-118.327142
2026-07-15T20:46:04.308Z	34.124495	-118.323699
2026-07-15T20:47:40.800Z	34.126201	-118.321652
2026-07-15T20:49:28.238Z	34.123629	-118.320229
2026-07-15T20:51:10.252Z	34.120530	-118.319192
2026-07-15T20:52:46.441Z	34.120734	-118.320827
2026-07-15T20:54:23.899Z	34.120789	-118.321910
2026-07-15T20:56:10.273Z	34.117731	-118.320314
2026-07-15T20:57:52.595Z	34.120480	-118.321981
2026-07-15T20:59:36.083Z	34.123520	-118.320556
2026-07-15T21:00:47.901Z	34.121912	-118.319774
2026-07-15T21:01:56.350Z	34.120758	-118.321947
2026-07-15T21:03:12.760Z	34.120168	-118.325357
2026-07-15T21:06:49.366Z	34.118798	-118.323318
2026-07-15T21:08:40.396Z	34.119645	-118.319227
2026-07-15T21:09:47.563Z	34.120227	-118.319425
2026-07-15T21:12:46.882Z	34.117329	-118.319707
2026-07-15T21:14:56.465Z	34.114854	-118.317335
2026-07-15T21:16:16.370Z	34.112461	-118.314747
2026-07-15T21:18:28.072Z	34.110252	-118.312304
2026-07-15T21:20:34.395Z	34.109168	-118.313223
2026-07-15T21:21:36.661Z	34.110149	-118.314341
2026-07-15T21:21:48.623Z	34.111942	-118.312763
2026-07-15T21:23:31.394Z	34.109905	-118.312955
2026-07-15T21:28:11.661Z	34.108395	-118.315673
2026-07-15T21:29:35.197Z	34.107699	-118.319701
2026-07-16T00:14:30.024Z	33.915664	-118.196079
2026-07-16T00:15:17.033Z	33.912605	-118.194091
2026-07-16T17:12:02.680Z	34.168904	-118.235033
2026-07-16T17:13:38.078Z	34.166431	-118.233345
2026-07-16T17:13:54.480Z	34.163759	-118.232054
2026-07-16T17:14:51.934Z	34.160701	-118.233219
2026-07-16T17:16:22.916Z	34.161360	-118.231726
2026-07-16T17:18:21.766Z	34.161532	-118.234747
2026-07-16T17:18:39.951Z	34.161411	-118.232808
2026-07-16T17:23:46.988Z	34.159814	-118.235994
2026-07-16T17:27:13.112Z	34.160078	-118.232972
2026-07-16T17:32:37.290Z	34.157096	-118.231445
2026-07-16T17:38:01.343Z	34.154743	-118.232276
2026-07-16T17:43:06.398Z	34.152806	-118.232601
2026-07-16T17:44:30.587Z	34.153798	-118.235034
2026-07-16T17:45:11.992Z	34.154449	-118.238480
2026-07-16T17:46:16.121Z	34.154502	-118.237604
2026-07-16T17:47:36.858Z	34.153307	-118.241148
2026-07-16T17:49:41.427Z	34.150570	-118.242241
2026-07-16T17:52:28.631Z	34.150823	-118.238870
2026-07-16T17:55:06.389Z	34.147683	-118.240776
2026-07-16T17:55:40.625Z	34.149284	-118.240634
2026-07-16T17:58:34.522Z	34.148499	-118.244723
2026-07-16T18:00:04.938Z	34.146147	-118.243548
2026-07-16T18:02:25.824Z	34.145159	-118.245453
2026-07-16T18:03:13.942Z	34.143710	-118.243560
2026-07-16T18:07:35.224Z	34.141174	-118.242767
2026-07-16T18:10:44.491Z	34.138872	-118.242901
2026-07-16T18:15:51.289Z	34.138756	-118.245823
2026-07-16T18:16:36.433Z	34.142070	-118.245864
2026-07-16T21:28:38.167Z	-23.586417	-46.603632
2026-07-16T21:34:10.872Z	-23.588759	-46.606509
2026-07-16T21:39:40.806Z	-23.586001	-46.605505
2026-07-16T21:44:58.586Z	-23.589422	-46.606471
2026-07-16T21:50:13.670Z	-23.589881	-46.605589
2026-07-16T21:55:39.810Z	-23.588958	-46.602764
2026-07-16T22:00:49.593Z	-23.586686	-46.600494
2026-07-16T22:06:02.790Z	-23.589084	-46.602900
2026-07-16T22:11:19.363Z	-23.590227	-46.599843
2026-07-16T22:16:50.339Z	-23.586872	-46.600889
2026-07-16T22:21:59.275Z	-23.588979	-46.598670
2026-07-16T22:25:02.438Z	-23.591055	-46.599903
2026-07-16T22:26:30.006Z	-23.589844	-46.603050
2026-07-17T01:05:45.978Z	33.905152	-118.318221
2026-07-17T01:06:37.387Z	33.901835	-118.319857
2026-07-17T01:10:13.232Z	33.901313	-118.318232
2026-07-17T01:12:31.229Z	33.900616	-118.321804
2026-07-17T01:14:39.487Z	33.902785	-118.318380
2026-07-17T01:15:09.260Z	33.900129	-118.317266
2026-07-17T01:16:15.141Z	33.901328	-118.315853
2026-07-17T01:17:12.688Z	33.902907	-118.319010
2026-07-17T01:21:27.929Z	33.899385	-118.319628
2026-07-17T01:26:27.257Z	33.899840	-118.320019
2026-07-17T01:29:53.458Z	33.901978	-118.323352
2026-07-17T01:31:08.390Z	33.900095	-118.320474
2026-07-17T01:33:52.311Z	33.900811	-118.320310
2026-07-17T01:35:17.512Z	33.901387	-118.320996
2026-07-17T01:36:24.713Z	33.900086	-118.321770
2026-07-17T01:38:46.091Z	33.900103	-118.324671
2026-07-17T01:42:24.747Z	33.900495	-118.320463
2026-07-17T01:44:40.787Z	33.899354	-118.317650
2026-07-17T01:48:22.322Z	33.895989	-118.316199
2026-07-17T01:51:01.737Z	33.896897	-118.314761
2026-07-17T01:55:19.259Z	33.898349	-118.317868
2026-07-17T01:56:06.540Z	33.895068	-118.319343
2026-07-17T02:01:06.425Z	33.894231	-118.316183
2026-07-17T02:04:34.426Z	33.894615	-118.318944
2026-07-17T02:47:39.946Z	33.893400	-118.322057
2026-07-17T02:49:32.161Z	33.892741	-118.321703
2026-07-17T03:00:57.673Z	33.893731	-118.318647
2026-07-17T03:01:34.476Z	33.894257	-118.314516
2026-07-17T03:06:07.303Z	33.892634	-118.315680
2026-07-17T03:10:38.645Z	33.892612	-118.317271
2026-07-17T03:12:02.238Z	33.891002	-118.317623
2026-07-17T03:16:36.987Z	33.888065	-118.319778
2026-07-17T03:17:50.866Z	33.889523	-118.318594
2026-07-17T03:22:51.648Z	33.888386	-118.321896
2026-07-17T03:23:02.905Z	33.888343	-118.319768
2026-07-17T03:24:22.846Z	33.887641	-118.321845
2026-07-17T03:29:01.695Z	33.887149	-118.321689
2026-07-17T03:31:42.537Z	33.887806	-118.325824
2026-07-17T03:34:01.807Z	33.887748	-118.327880
2026-07-17T03:35:17.286Z	33.886354	-118.324775
2026-07-17T03:37:02.927Z	33.884630	-118.323743
2026-07-17T03:37:40.650Z	33.881322	-118.323493
2026-07-17T03:41:01.392Z	33.879343	-118.326346
2026-07-17T03:42:21.360Z	33.881978	-118.326614
2026-07-17T03:44:05.602Z	33.882060	-118.326812
2026-07-17T03:44:24.426Z	33.879018	-118.327453
2026-07-17T03:45:44.114Z	33.878551	-118.326998
2026-07-17T03:46:26.363Z	33.879085	-118.327754
2026-07-17T03:59:18.212Z	33.877693	-118.324324
2026-07-17T03:59:36.163Z	33.877645	-118.325627
2026-07-17T03:59:48.173Z	33.875509	-118.326540
2026-07-17T04:00:09.022Z	33.876300	-118.330263
2026-07-17T04:01:10.814Z	33.875687	-118.333660
2026-07-17T04:01:30.213Z	33.878003	-118.333343
2026-07-17T04:01:59.660Z	33.880439	-118.331045
2026-07-17T04:03:17.966Z	33.879692	-118.332719
2026-07-17T04:04:33.841Z	33.880092	-118.335678
2026-07-17T04:05:44.814Z	33.877372	-118.335473
2026-07-17T04:06:29.272Z	33.878835	-118.335814
2026-07-17T04:07:10.713Z	33.882109	-118.336197
2026-07-17T04:07:38.166Z	33.884145	-118.336649
2026-07-17T04:08:20.212Z	33.881805	-118.335679
2026-07-17T04:11:56.826Z	33.881139	-118.337304
2026-07-17T04:12:41.246Z	33.878598	-118.335144
2026-07-17T04:14:53.286Z	33.881747	-118.336124
2026-07-17T04:17:21.204Z	33.883412	-118.336887
2026-07-17T04:18:57.126Z	33.880411	-118.337369
2026-07-17T04:19:35.181Z	33.878926	-118.334156
2026-07-17T04:22:58.240Z	33.878079	-118.331471
2026-07-17T04:32:41.032Z	33.879273	-118.332921
2026-07-17T04:42:45.311Z	33.877705	-118.335396
2026-07-17T04:53:43.183Z	33.879042	-118.332486
2026-07-17T16:12:13.289Z	34.070655	-118.310406
2026-07-17T16:27:53.266Z	34.070212	-118.306594
2026-07-17T16:34:33.027Z	34.068802	-118.304204
2026-07-17T16:43:56.344Z	34.068469	-118.300465
2026-07-17T16:49:17.025Z	34.067688	-118.296627
2026-07-17T17:00:22.923Z	34.070916	-118.296902
2026-07-17T17:42:43.097Z	34.071887	-118.294837
2026-07-17T17:44:40.355Z	34.073041	-118.295975
2026-07-17T17:48:28.926Z	34.073991	-118.299704
2026-07-17T17:53:53.693Z	34.073884	-118.297548
2026-07-17T17:59:19.583Z	34.073281	-118.296708
2026-07-17T18:04:43.742Z	34.075632	-118.295755
2026-07-17T18:10:00.025Z	34.074819	-118.296397
2026-07-17T18:23:46.938Z	34.076982	-118.297581
2026-07-17T18:28:50.016Z	34.076795	-118.293582
2026-07-17T18:33:53.780Z	34.080323	-118.293531
2026-07-17T18:39:00.761Z	34.079302	-118.295552
2026-07-17T18:44:18.263Z	34.075745	-118.295241
2026-07-17T18:49:21.427Z	34.078736	-118.293437
2026-07-17T18:54:52.013Z	34.080224	-118.295260
2026-07-17T19:00:02.025Z	34.078370	-118.291935
2026-07-17T19:03:44.507Z	34.080986	-118.294777
2026-07-17T19:08:35.115Z	34.079711	-118.297494
2026-07-17T19:09:47.677Z	34.076420	-118.297348
2026-07-17T19:13:52.378Z	34.076781	-118.295429
2026-07-17T19:14:21.862Z	34.078688	-118.298236
2026-07-17T19:19:16.758Z	34.077688	-118.294243
2026-07-17T19:20:36.659Z	34.076213	-118.296371
2026-07-21T21:22:25.884Z	33.996421	-118.080575
2026-07-23T23:41:16.207Z	34.097841	-118.055300
2026-07-23T23:42:01.001Z	34.098663	-118.051511
2026-07-24T00:00:56.209Z	34.097833	-118.050451
2026-07-24T00:55:21.237Z	34.098198	-118.048036
2026-07-24T00:55:44.158Z	34.097448	-118.045785
2026-07-24T01:14:02.493Z	34.094388	-118.046922
2026-07-24T01:18:01.323Z	34.097408	-118.047364
2026-07-24T01:18:17.756Z	34.097924	-118.049554
2026-07-24T20:16:15.166Z	34.181852	-118.177490
2026-07-24T20:16:40.217Z	34.180943	-118.174251
2026-07-25T22:26:22.865Z	34.034336	-118.358236
2026-07-25T22:26:54.147Z	34.034360	-118.359918
2026-07-25T22:27:56.177Z	34.035667	-118.363031
2026-07-25T22:39:51.185Z	34.035018	-118.358869
2026-07-25T22:40:01.782Z	34.035539	-118.359586
2026-07-25T22:41:37.626Z	34.032935	-118.362554
2026-07-25T22:50:47.261Z	34.029812	-118.361763
2026-07-25T23:00:06.233Z	34.029823	-118.358036
2026-07-25T23:06:44.260Z	34.032147	-118.359698
2026-07-25T23:16:29.192Z	34.034463	-118.361094
2026-07-25T23:22:47.355Z	34.035112	-118.361767
2026-07-25T23:28:57.035Z	34.032397	-118.364049
2026-07-25T23:29:32.272Z	34.031814	-118.361414
2026-07-26T19:02:11.151Z	34.115022	-118.428849
2026-07-26T19:02:26.149Z	34.112539	-118.425783
2026-07-26T19:03:13.248Z	34.113157	-118.430023
2026-07-26T19:03:25.196Z	34.115334	-118.429237
2026-07-26T19:06:20.180Z	34.116010	-118.426954
2026-07-26T19:06:30.163Z	34.113956	-118.424888
2026-07-26T19:07:12.194Z	34.113593	-118.425802
2026-07-26T19:09:30.249Z	34.112180	-118.429596
2026-07-26T19:09:41.788Z	34.111690	-118.433432
2026-07-26T19:12:02.356Z	34.113369	-118.435638
2026-07-26T19:13:18.379Z	34.114434	-118.431676
2026-07-26T19:13:38.666Z	34.112834	-118.428046
2026-07-26T19:18:24.918Z	34.114036	-118.425136
2026-07-26T19:20:14.235Z	34.112867	-118.421760
2026-07-26T19:20:38.193Z	34.112957	-118.425271
2026-07-26T19:20:57.301Z	34.112158	-118.428971
2026-07-26T19:21:49.301Z	34.113397	-118.430277
2026-07-26T19:34:40.244Z	34.113720	-118.428153
2026-07-26T19:37:50.252Z	34.112127	-118.428896
2026-07-26T19:44:28.239Z	34.109206	-118.431110
2026-07-26T19:48:06.325Z	34.107273	-118.430551
2026-07-26T19:49:45.355Z	34.108232	-118.427736
2026-07-26T19:50:38.229Z	34.108150	-118.426414
2026-07-26T19:51:13.170Z	34.109179	-118.426041
2026-07-26T19:51:48.198Z	34.110670	-118.429988
2026-07-26T19:52:40.209Z	34.109182	-118.426540
2026-07-26T19:53:08.965Z	34.108091	-118.428684
2026-07-26T19:54:04.179Z	34.105614	-118.426839
2026-07-26T19:55:22.156Z	34.103700	-118.425167
2026-07-26T19:56:21.222Z	34.101739	-118.424737
2026-07-27T15:02:49.120Z	33.971231	-118.251808
2026-07-27T15:04:39.213Z	33.970023	-118.255838
2026-07-27T15:05:11.207Z	33.972898	-118.258233
2026-07-27T15:05:33.209Z	33.972805	-118.257233
2026-07-27T15:06:17.303Z	33.974207	-118.260927
2026-07-27T15:06:33.155Z	33.973561	-118.264973
2026-07-27T15:06:45.191Z	33.973411	-118.264826
2026-07-27T15:08:09.218Z	33.973920	-118.261670
2026-07-27T15:08:23.213Z	33.975068	-118.261053
2026-07-27T15:08:33.214Z	33.973753	-118.261105
2026-07-27T15:08:47.223Z	33.974378	-118.261364
2026-07-27T15:09:50.174Z	33.971827	-118.263650
2026-07-27T15:10:10.147Z	33.974240	-118.263004
2026-07-29T15:04:14.138Z	34.187331	-118.154345
2026-07-29T15:05:56.171Z	34.185760	-118.155629
