Event_time,Device_model,Platform,City,State,Country_code,Install_time,App_version,OS_version,Device_category
2025-05-29 23:59:49 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.361.0,18.5,mobile_phone
2025-05-29 03:59:35 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.361.0,18.5,mobile_phone
2025-05-29 06:01:47 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.361.0,18.5,mobile_phone
2025-05-29 01:49:05 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2024-08-05 16:25:04 UTC,0.361.0,18.5,mobile_phone
2025-05-29 03:09:15 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.361.0,18.5,mobile_phone
2026-02-25 05:18:28 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.399.1,26.2.1,mobile_phone
2026-02-25 04:07:09 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.399.1,26.2.1,mobile_phone
2026-02-25 15:43:54 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.399.1,26.3,mobile_phone
2026-02-25 15:12:54 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.399.1,26.3,mobile_phone
2025-06-26 02:04:39 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.365.1,18.5,mobile_phone
2025-06-26 19:38:12 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.367.1,18.5,mobile_phone
2025-06-26 05:41:14 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.365.1,18.5,mobile_phone
2025-02-08 05:37:03 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.347.0,18.3,mobile_phone
2025-02-08 17:59:00 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2024-08-05 16:25:04 UTC,0.347.0,18.3,mobile_phone
2024-04-07 02:12:13 UTC,iPhone15ProMax,ios,New Bark Town,Johto,US,2023-12-26 17:08:09 UTC,0.307.1,17.4.1,phone
2024-04-07 23:07:21 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.307.1,17.4.1,phone
2024-04-07 19:12:35 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2023-12-26 17:08:09 UTC,0.307.1,17.4.1,phone
2022-03-08 14:00:58 UTC,SM-G986U,android,Pallet Town,Kanto,US,2022-02-27 06:08:31 UTC,0.231.0,12,phone
2022-03-08 02:37:33 UTC,SM-G986U,android,Pallet Town,Kanto,US,2022-02-27 06:08:31 UTC,0.231.0,12,phone
2022-03-08 17:47:19 UTC,SM-G986U,android,Pallet Town,Kanto,US,2022-02-27 06:08:31 UTC,0.231.0,12,phone
2026-03-05 00:30:04 UTC,iPhone15ProMax,ios,Celadon City,Kanto,US,2024-08-05 16:25:04 UTC,0.399.1,26.3,mobile_phone
2026-03-05 20:04:47 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2024-08-05 16:25:04 UTC,0.401.0,26.3,mobile_phone
2026-03-18 07:11:26 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.403.0,26.3.1,mobile_phone
2025-01-29 15:47:51 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.345.0,18.2.1,mobile_phone
2025-01-29 17:54:51 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.345.0,18.2.1,mobile_phone
2023-01-26 19:32:07 UTC,SM-G986U,android,Olivine City,Johto,US,2023-01-09 02:58:29 UTC,0.257.1,13,phone
2023-01-26 15:36:24 UTC,SM-G986U,android,Olivine City,Johto,US,2023-01-09 02:58:29 UTC,0.257.1,13,phone
2024-07-17 02:16:28 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2024-07-17 03:22:51 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2024-10-02 00:50:25 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.333.0,18.0,mobile_phone
2024-10-02 20:10:51 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.333.0,18.0,mobile_phone
2024-10-02 18:39:35 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.333.0,18.0,mobile_phone
2025-02-04 17:54:58 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.345.0,18.3,mobile_phone
2025-02-04 20:08:09 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.345.0,18.3,mobile_phone
2026-01-15 14:37:20 UTC,iPhone15ProMax,ios,Ecruteak City,Johto,US,2024-08-05 16:25:04 UTC,0.393.0,26.2,mobile_phone
2024-01-28 21:47:48 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.297.0,17.2.1,phone
2024-08-16 05:38:23 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.325.2,17.6.1,mobile_phone
2024-08-16 15:13:56 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.325.2,17.6.1,mobile_phone
2024-08-16 07:39:39 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.325.2,17.6.1,mobile_phone
2024-08-16 01:34:33 UTC,iPhone15ProMax,ios,Celadon City,Kanto,US,2024-08-05 16:25:04 UTC,0.325.2,17.6.1,mobile_phone
2024-08-16 14:34:49 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.325.2,17.6.1,mobile_phone
2024-08-16 21:57:24 UTC,iPhone15ProMax,ios,Celadon City,Kanto,US,2024-08-05 16:25:04 UTC,0.325.2,17.6.1,mobile_phone
2024-03-23 05:47:51 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.305.1,17.3.1,phone
2022-09-08 18:46:23 UTC,Pixel 4a,android,Olivine City,Johto,US,2021-07-01 16:46:46 UTC,0.247.1,12,phone
2022-04-05 14:02:48 UTC,SM-G986U,android,Pallet Town,Kanto,US,2022-04-04 05:03:56 UTC,0.233.0,12,phone
2022-04-05 15:37:36 UTC,SM-G986U,android,Pallet Town,Kanto,US,2022-04-04 05:03:56 UTC,0.233.0,12,phone
2024-06-15 01:25:50 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.317.0,17.5.1,phone
2024-06-15 23:33:48 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.317.0,17.5.1,phone
2024-06-15 20:52:04 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.317.0,17.5.1,phone
2025-05-10 19:57:16 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.359.0,18.4.1,mobile_phone
2025-05-10 21:38:06 UTC,iPhone15ProMax,ios,New Bark Town,Johto,US,2024-08-05 16:25:04 UTC,0.359.0,18.4.1,mobile_phone
2024-04-08 01:52:52 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.307.1,17.4.1,phone
2024-04-08 07:10:34 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.307.1,17.4.1,phone
2025-03-14 20:29:24 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2024-08-05 16:25:04 UTC,0.351.0,18.3.2,mobile_phone
2025-03-14 19:18:21 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.351.0,18.3.2,mobile_phone
2026-08-15 01:14:37 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.423.1,26.6,mobile_phone
2025-09-28 21:08:12 UTC,iPhone15ProMax,ios,Celadon City,Kanto,US,2024-08-05 16:25:04 UTC,0.379.0,26.0,mobile_phone
2025-09-28 03:03:06 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.379.0,26.0,mobile_phone
2025-09-28 02:14:36 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.379.0,26.0,mobile_phone
2024-05-14 06:37:19 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.311.3,17.4.1,phone
2025-10-04 23:14:01 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.381.2,26.0.1,mobile_phone
2025-10-04 20:57:30 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.381.2,26.0.1,mobile_phone
2025-10-04 16:39:07 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.381.2,26.0.1,mobile_phone
2025-10-04 01:22:49 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.381.2,26.0.1,mobile_phone
2024-02-26 02:50:57 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.299.1,17.3.1,phone
2024-02-26 18:01:45 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2023-12-26 17:08:09 UTC,0.299.1,17.3.1,phone
2024-02-26 17:47:17 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.299.1,17.3.1,phone
2024-08-08 02:34:31 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.325.0,17.5.1,mobile_phone
2024-08-08 06:52:06 UTC,iPhone15ProMax,ios,Cerulean City,Kanto,CA,2024-08-05 16:25:04 UTC,0.325.1,17.5.1,mobile_phone
2024-08-08 18:54:34 UTC,iPhone15ProMax,ios,Cerulean City,Kanto,US,2024-08-05 16:25:04 UTC,0.325.1,17.5.1,mobile_phone
2024-08-08 17:57:48 UTC,iPhone15ProMax,ios,Cerulean City,Kanto,CA,2024-08-05 16:25:04 UTC,0.325.1,17.5.1,mobile_phone
2024-08-08 03:37:49 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.325.1,17.5.1,mobile_phone
2022-05-19 01:04:05 UTC,SM-G986U,android,Pallet Town,Kanto,US,2022-04-21 18:52:51 UTC,0.237.0,12,phone
2022-04-13 23:03:55 UTC,SM-G986U,android,Pallet Town,Kanto,US,2022-04-04 05:03:56 UTC,0.233.1,12,phone
2022-04-13 13:36:11 UTC,SM-G986U,android,Pallet Town,Kanto,US,2022-04-04 05:03:56 UTC,0.233.1,12,phone
2022-04-13 15:05:21 UTC,SM-G986U,android,Pallet Town,Kanto,US,2022-04-04 05:03:56 UTC,0.233.1,12,phone
2023-02-27 23:12:10 UTC,Pixel 4a,android,Olivine City,Johto,US,2023-02-23 19:14:35 UTC,0.263.0,13,phone
2026-02-01 13:03:14 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.395.1,26.2,mobile_phone
2026-02-01 01:41:00 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.395.1,26.2,mobile_phone
2026-04-28 14:40:24 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.407.0,26.3.1,mobile_phone
2025-05-18 22:19:33 UTC,iPhone15ProMax,ios,Cerulean City,Kanto,US,2024-08-05 16:25:04 UTC,0.361.0,18.4.1,mobile_phone
2025-05-18 00:32:16 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.361.0,18.4.1,mobile_phone
2025-05-18 22:32:53 UTC,iPhone15ProMax,ios,Cerulean City,Kanto,US,2024-08-05 16:25:04 UTC,0.361.0,18.4.1,mobile_phone
2025-04-22 01:40:24 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.357.2,18.4.1,mobile_phone
2025-04-22 20:22:34 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.357.2,18.4.1,mobile_phone
2024-08-22 07:44:05 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.327.0,17.6.1,mobile_phone
2024-08-22 16:22:09 UTC,iPhone15ProMax,ios,Cerulean City,Kanto,US,2024-08-05 16:25:04 UTC,0.327.0,17.6.1,mobile_phone
2024-08-22 16:35:21 UTC,iPhone15ProMax,ios,Cerulean City,Kanto,US,2024-08-05 16:25:04 UTC,0.327.0,17.6.1,mobile_phone
2024-08-22 02:05:16 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.327.0,17.6.1,mobile_phone
2024-08-22 14:15:22 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.327.0,17.6.1,mobile_phone
2024-11-10 05:57:35 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.337.0,18.0.1,mobile_phone
2025-09-02 17:08:55 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2024-08-05 16:25:04 UTC,0.375.2,18.6.2,mobile_phone
2025-09-02 04:40:02 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.375.2,18.6.2,mobile_phone
2025-10-28 00:54:52 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.383.2,26.0.1,mobile_phone
2025-10-28 15:21:03 UTC,iPhone15ProMax,ios,Celadon City,Kanto,US,2024-08-05 16:25:04 UTC,0.383.2,26.0.1,mobile_phone
2024-08-01 00:57:05 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.323.1,17.5.1,mobile_phone
2024-08-01 01:55:20 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2023-12-26 17:08:09 UTC,0.323.1,17.5.1,mobile_phone
2024-06-21 01:01:45 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.317.0,17.5.1,mobile_phone
2024-06-21 03:36:26 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.317.0,17.5.1,mobile_phone
2024-06-21 07:05:09 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.317.0,17.5.1,mobile_phone
2024-06-21 17:17:55 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.317.0,17.5.1,mobile_phone
2026-01-22 01:48:29 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.393.0,26.2,mobile_phone
2026-07-10 14:20:32 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.417.2,26.5,mobile_phone
2026-07-10 03:05:02 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.417.2,26.5,mobile_phone
2026-07-10 23:18:37 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.417.2,26.5,mobile_phone
2025-06-24 22:29:56 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.365.1,18.5,mobile_phone
2025-06-24 20:21:48 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.365.1,18.5,mobile_phone
2024-07-04 00:06:06 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2024-07-04 13:18:08 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2024-07-04 08:13:55 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2024-07-04 02:02:40 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2025-01-22 17:25:06 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.343.2,18.2.1,mobile_phone
2024-06-29 02:05:41 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2024-06-29 03:53:25 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2024-06-29 20:04:37 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2024-06-29 06:28:03 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2023-04-11 03:55:09 UTC,Pixel 4a,android,Olivine City,Johto,US,2023-02-23 19:14:35 UTC,0.265.0,13,phone
2024-10-14 02:57:36 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.333.0,18.0.1,mobile_phone
2024-10-14 03:41:41 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.333.0,18.0.1,mobile_phone
2025-08-01 22:59:23 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.371.0,18.5,mobile_phone
2026-02-03 01:15:38 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.395.1,26.2.1,mobile_phone
2026-05-25 03:11:16 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.411.3,26.4.2,mobile_phone
2025-11-12 22:57:38 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.385.2,26.0.1,mobile_phone
2025-11-12 16:51:09 UTC,iPhone15ProMax,ios,Celadon City,Kanto,US,2024-08-05 16:25:04 UTC,0.385.2,26.0.1,mobile_phone
2023-02-18 15:34:24 UTC,SM-G986U,android,Olivine City,Johto,US,2023-01-09 02:58:29 UTC,0.261.3,13,phone
2024-09-09 01:42:24 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-09-09 18:57:42 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-09-09 07:26:05 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-09-09 15:51:14 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-09-09 13:49:11 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2022-03-31 13:02:05 UTC,SM-G986U,android,Olivine City,Johto,US,2022-03-25 07:16:03 UTC,0.233.0,12,phone
2022-03-31 04:55:06 UTC,SM-G986U,android,Pallet Town,Kanto,US,2022-03-25 07:16:03 UTC,0.233.0,12,phone
2022-04-18 03:13:02 UTC,SM-G986U,android,Cerulean City,Kanto,US,2022-04-04 05:03:56 UTC,0.235.0,12,phone
2025-04-23 01:16:14 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2024-08-05 16:25:04 UTC,0.357.2,18.4.1,mobile_phone
2025-04-23 01:01:33 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2024-08-05 16:25:04 UTC,0.357.2,18.4.1,mobile_phone
2024-03-08 22:23:52 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.303.0,17.3.1,phone
2024-03-08 03:48:06 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.301.0,17.3.1,phone
2024-03-08 04:01:40 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.301.0,17.3.1,phone
2024-11-27 01:43:19 UTC,iPhone15ProMax,ios,New Bark Town,Johto,US,2024-08-05 16:25:04 UTC,0.339.1,18.1.1,mobile_phone
2024-11-27 21:07:08 UTC,iPhone15ProMax,ios,Ecruteak City,Johto,US,2024-08-05 16:25:04 UTC,0.339.1,18.1.1,mobile_phone
2024-09-16 01:57:26 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-09-16 20:03:00 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-09-16 04:51:19 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-09-16 22:39:51 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2025-10-21 00:21:48 UTC,iPhone15ProMax,ios,Cerulean City,Kanto,US,2024-08-05 16:25:04 UTC,0.383.2,26.0.1,mobile_phone
2025-10-21 14:11:41 UTC,iPhone15ProMax,ios,Cerulean City,Kanto,US,2024-08-05 16:25:04 UTC,0.383.2,26.0.1,mobile_phone
2025-09-16 04:17:18 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.377.1,18.6.2,mobile_phone
2026-08-02 06:49:38 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.421.1,26.5.2,mobile_phone
2025-02-17 18:09:51 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.347.0,18.3.1,mobile_phone
2025-02-17 23:17:17 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.347.0,18.3.1,mobile_phone
2025-02-17 21:28:51 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.347.0,18.3.1,mobile_phone
2023-02-23 00:48:56 UTC,SM-G986U,android,Olivine City,Johto,US,2023-01-09 02:58:29 UTC,0.261.3,13,phone
2025-10-19 00:03:20 UTC,iPhone15ProMax,ios,Cerulean City,Kanto,US,2024-08-05 16:25:04 UTC,0.383.2,26.0.1,mobile_phone
2024-01-24 18:48:21 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.297.0,17.2.1,phone
2026-02-02 05:40:16 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.395.1,26.2.1,mobile_phone
2024-10-12 03:04:26 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.333.0,18.0.1,mobile_phone
2024-10-12 21:36:14 UTC,iPhone15ProMax,ios,Cerulean City,Kanto,US,2024-08-05 16:25:04 UTC,0.333.0,18.0.1,mobile_phone
2024-10-12 22:33:48 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.333.0,18.0.1,mobile_phone
2025-07-07 07:37:04 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.367.2,18.5,mobile_phone
2025-07-07 19:20:27 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2024-08-05 16:25:04 UTC,0.367.2,18.5,mobile_phone
2025-07-07 16:54:46 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2024-08-05 16:25:04 UTC,0.367.2,18.5,mobile_phone
2025-07-07 23:59:05 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.367.2,18.5,mobile_phone
2026-01-27 19:04:26 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.395.1,26.2,mobile_phone
2026-01-27 15:20:32 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.395.1,26.2,mobile_phone
2025-01-21 17:29:11 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.343.2,18.2.1,mobile_phone
2025-01-21 19:21:01 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.343.2,18.2.1,mobile_phone
2025-01-21 01:09:40 UTC,iPhone15ProMax,ios,Cerulean City,Kanto,US,2024-08-05 16:25:04 UTC,0.343.2,18.2.1,mobile_phone
2023-02-25 15:56:42 UTC,Pixel 4a,android,Olivine City,Johto,US,2023-02-23 19:14:35 UTC,0.261.3,13,phone
2022-06-14 00:14:53 UTC,SM-G986U,android,Cerulean City,Kanto,US,2022-06-01 10:44:54 UTC,0.239.2,12,phone
2022-06-14 22:59:07 UTC,SM-G986U,android,Cerulean City,Kanto,US,2022-06-01 10:44:54 UTC,0.239.2,12,phone
2024-07-18 23:15:24 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.321.0,17.5.1,mobile_phone
2024-07-18 01:58:07 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2023-12-26 17:08:09 UTC,0.321.0,17.5.1,mobile_phone
2024-07-18 02:34:00 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.321.0,17.5.1,mobile_phone
2025-10-16 02:35:27 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.383.0,26.0.1,mobile_phone
2025-10-16 01:33:53 UTC,iPhone15ProMax,ios,Celadon City,Kanto,US,2024-08-05 16:25:04 UTC,0.383.0,26.0.1,mobile_phone
2025-10-16 01:23:49 UTC,iPhone15ProMax,ios,Celadon City,Kanto,US,2024-08-05 16:25:04 UTC,0.383.0,26.0.1,mobile_phone
2025-10-16 20:19:08 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.383.0,26.0.1,mobile_phone
2026-06-06 20:07:27 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.413.2,26.5,mobile_phone
2024-06-06 01:56:56 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.1,17.5.1,phone
2024-06-06 08:04:38 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.1,17.5.1,phone
2024-06-06 18:10:48 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.2,17.5.1,phone
2024-05-01 01:51:32 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.309.1,17.4.1,phone
